,Rating,Size,Avg Salary(K),Job Location,Age,Python,spark,aws,excel,sql,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,seniority_by_title,Degree
318,3.8,501 - 1000 ,149.5,TX,11,0,1,1,0,0,0,0,0,0,0,0,0,0,na,M
319,3.5,1001 - 5000 ,65.5,DC,14,0,1,1,1,1,0,0,0,0,0,0,0,0,na,M
320,3.5,1001 - 5000 ,124.5,NC,4,1,1,0,1,0,0,0,0,0,0,0,0,0,sr,M
321,2.9,51 - 200 ,114.0,CA,23,1,1,0,0,1,0,0,0,0,0,0,1,0,na,M
322,3.9,501 - 1000 ,49.0,PA,84,1,0,0,0,1,0,0,0,0,0,0,1,1,na,na
324,3.7,501 - 1000 ,71.0,VA,32,0,0,0,1,1,0,0,0,0,0,0,1,1,na,na
325,3.6,5001 - 10000 ,101.0,MA,170,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na
329,3.7,10000+ ,61.0,IL,93,1,1,0,0,1,0,0,0,0,0,1,0,0,na,M
331,3.1,5001 - 10000 ,103.5,KY,146,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na
332,3.6,5001 - 10000 ,63.0,MA,170,0,0,0,1,0,0,0,0,0,0,0,0,0,na,M
333,3.0,10000+ ,62.5,CT,40,0,0,0,1,0,0,0,0,0,0,0,0,0,na,na
334,3.5,501 - 1000 ,94.5,CA,8,1,1,1,1,1,0,0,0,0,0,1,0,0,na,M
336,3.5,1001 - 5000 ,154.5,MA,11,1,0,0,1,0,0,0,0,0,0,0,0,0,sr,P
338,3.7,501 - 1000 ,87.0,KS,48,1,0,0,1,1,0,0,0,0,0,1,0,0,na,na
340,3.2,501 - 1000 ,64.5,NY,18,1,0,1,1,1,0,0,0,0,0,0,0,0,na,na
341,2.1,201 - 500 ,111.5,CA,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,na,P
342,3.7,10000+ ,154.5,MA,240,0,1,1,1,1,0,0,0,0,0,1,0,0,na,M
344,4.4,201 - 500 ,128.5,IL,13,1,0,1,1,1,0,0,0,0,0,1,1,0,sr,na
345,3.7,501 - 1000 ,65.0,CO,55,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na
349,3.9,10000+ ,137.0,NY,108,1,0,0,0,0,0,0,0,0,0,0,0,0,sr,P
350,4.0,501 - 1000 ,99.0,CO,106,1,0,1,0,1,0,0,0,0,0,0,0,0,na,M
352,4.4,1001 - 5000 ,139.5,MA,37,1,0,0,0,1,0,0,0,0,0,0,1,1,sr,M
353,3.4,201 - 500 ,109.0,MD,22,0,0,1,0,0,0,0,0,0,0,0,0,0,na,M
354,3.3,10000+ ,254.0,IL,109,1,0,0,0,0,1,0,0,0,0,0,0,0,na,M
355,2.9,201 - 500 ,73.0,CA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,na,P
358,3.1,5001 - 10000 ,99.5,NC,146,0,0,0,1,0,0,0,0,0,0,0,0,0,na,na
359,3.3,501 - 1000 ,45.5,OH,32,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na
360,4.5,51 - 200 ,122.5,IN,25,1,1,1,0,1,0,0,0,0,0,1,0,0,sr,na
361,3.9,5001 - 10000 ,140.0,IL,53,1,0,0,1,1,1,0,0,0,0,0,0,0,sr,na
362,3.2,5001 - 10000 ,77.5,VA,63,0,0,0,0,0,0,0,0,0,0,0,0,0,sr,P
363,3.3,1 - 50 ,55.0,MA,45,0,0,0,1,0,0,0,0,0,0,0,0,0,na,na
364,3.1,5001 - 10000 ,117.5,NC,146,0,0,0,1,0,0,0,0,0,0,0,0,0,sr,M
365,2.4,501 - 1000 ,70.5,CA,15,0,0,0,0,0,0,0,0,0,0,0,0,0,na,M
366,4.8,51 - 200 ,61.5,CA,10,0,0,0,1,1,0,0,0,0,0,0,1,0,na,na
367,2.9,1001 - 5000 ,70.0,NY,6,0,0,0,1,0,0,0,0,0,0,0,0,0,na,na
368,2.9,1001 - 5000 ,80.0,GA,6,0,0,0,1,0,0,0,0,0,0,0,0,0,sr,na
369,3.4,1001 - 5000 ,90.0,MA,33,0,1,0,1,1,0,0,0,0,0,1,0,0,na,na
370,-1.0,unknown,120.0,MA,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,na,P
371,2.6,501 - 1000 ,73.5,PA,37,0,0,0,1,0,0,0,0,0,0,0,0,0,na,P
374,3.6,5001 - 10000 ,129.5,MA,170,1,1,1,1,1,0,0,0,0,0,1,1,1,na,na
375,4.0,10000+ ,167.5,NY,172,0,0,1,1,0,0,0,0,0,0,0,0,0,sr,M
376,3.8,1001 - 5000 ,60.0,WI,151,0,0,1,1,0,0,0,0,0,0,0,0,0,na,na
377,3.9,51 - 200 ,180.0,CA,12,1,0,0,1,1,0,0,0,0,0,0,0,0,sr,M
378,3.8,1001 - 5000 ,65.0,NY,19,0,0,0,1,1,1,0,0,0,0,0,0,0,na,na
379,4.3,5001 - 10000 ,112.5,NC,31,1,1,1,0,0,0,0,0,0,0,1,0,0,sr,na
380,1.9,201 - 500 ,87.5,NY,11,1,0,0,1,1,0,0,0,0,0,0,0,0,sr,na
381,3.3,10000+ ,51.5,IN,109,1,0,0,1,1,0,0,0,0,0,0,0,1,na,M
382,4.7,51 - 200 ,51.0,CA,49,0,0,0,1,0,0,0,0,0,0,0,0,0,na,na
383,3.1,10000+ ,62.5,MA,165,1,0,0,1,1,1,0,0,0,0,0,0,0,na,M
384,3.4,501 - 1000 ,100.0,AZ,40,0,0,0,0,1,0,0,0,0,0,1,0,0,sr,na
385,4.4,51 - 200 ,85.0,VA,17,1,1,1,0,0,0,0,0,0,0,1,0,0,na,na
386,3.9,201 - 500 ,122.0,FL,9,1,0,1,0,0,0,0,0,0,0,0,0,0,sr,M
387,3.9,501 - 1000 ,66.5,IL,26,1,0,0,0,1,1,0,0,0,0,0,1,1,na,M
388,4.7,1001 - 5000 ,70.5,MO,19,0,1,0,1,1,0,0,0,0,0,1,1,0,na,na
389,4.7,51 - 200 ,138.5,TX,11,1,1,0,0,1,0,0,0,0,1,0,0,0,sr,na
390,3.4,1001 - 5000 ,107.5,MA,78,0,1,0,1,1,0,0,0,0,0,1,1,0,na,na
391,3.8,501 - 1000 ,120.5,MA,13,0,0,0,0,0,1,0,0,0,0,0,0,0,na,M
392,2.7,201 - 500 ,81.0,MD,60,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na
393,3.1,5001 - 10000 ,103.5,KY,146,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na
395,4.0,1001 - 5000 ,162.0,CA,14,1,1,1,1,0,0,0,0,0,0,1,0,0,sr,na
396,3.5,1001 - 5000 ,68.5,CA,52,1,1,0,1,0,0,0,1,1,1,0,0,0,na,M
397,3.4,10000+ ,110.5,OH,43,0,0,0,1,1,0,0,1,0,1,0,0,0,sr,na
400,3.7,201 - 500 ,115.5,IA,-1,1,0,0,1,1,0,0,0,0,0,0,1,0,sr,na
401,3.8,1001 - 5000 ,80.5,WA,56,0,0,0,0,0,0,0,1,0,1,0,0,0,sr,M
402,4.6,501 - 1000 ,43.0,IA,29,0,0,0,1,1,0,0,0,0,0,0,1,0,na,na
403,4.4,201 - 500 ,140.0,MA,18,0,0,0,1,0,0,0,0,0,0,0,0,0,na,P
404,-1.0,unknown,120.0,MA,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,sr,P
405,3.0,5001 - 10000 ,66.5,PA,38,0,0,0,1,1,1,0,0,0,0,0,1,0,sr,M
406,4.7,51 - 200 ,94.5,CA,15,1,0,1,0,0,0,0,0,0,0,0,0,0,sr,na
407,3.8,1001 - 5000 ,119.0,WA,56,0,0,0,0,0,0,0,1,0,1,0,0,0,sr,M
408,3.2,10000+ ,51.5,NE,25,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na
409,2.7,5001 - 10000 ,27.5,TN,21,0,0,0,1,0,0,0,0,0,0,0,1,0,sr,na
410,3.3,10000+ ,194.5,IL,109,1,0,0,0,0,1,0,0,0,0,0,0,0,na,P
411,3.9,1001 - 5000 ,71.5,TX,74,1,0,1,1,1,0,0,0,0,0,0,0,0,sr,na
412,3.7,501 - 1000 ,105.5,TX,-1,1,0,1,0,0,0,1,1,1,1,0,0,0,na,na
413,3.1,5001 - 10000 ,74.0,NC,146,0,0,0,1,0,0,0,0,0,0,0,0,0,sr,M
414,3.7,10000+ ,62.5,AL,99,0,0,0,1,0,0,0,0,0,0,0,0,0,na,na
415,4.3,1001 - 5000 ,65.5,NC,63,0,0,0,0,0,0,0,0,0,0,0,0,0,sr,P
416,3.6,1001 - 5000 ,161.5,NJ,32,1,0,1,1,1,0,0,0,0,0,0,1,1,na,na
417,2.1,1001 - 5000 ,72.5,PA,18,0,0,0,1,1,0,0,0,0,0,0,1,0,sr,na
418,3.9,51 - 200 ,139.0,CA,13,1,0,1,1,0,0,0,0,0,0,0,0,0,sr,na
419,3.9,201 - 500 ,136.5,CA,14,0,0,0,0,1,0,0,0,0,0,0,0,0,sr,na
420,3.8,1001 - 5000 ,74.5,NY,19,1,1,0,0,0,0,0,0,0,0,0,0,0,na,na
421,3.1,5001 - 10000 ,80.5,NC,146,0,0,0,1,0,0,0,0,0,0,0,0,0,sr,M
424,5.0,51 - 200 ,101.0,VA,7,1,0,0,0,1,1,0,0,0,0,0,0,0,na,na
428,3.6,10000+ ,116.5,NJ,209,0,0,0,1,1,0,0,0,0,0,0,0,0,na,na
429,4.7,501 - 1000 ,232.5,CA,22,1,0,0,0,1,0,0,0,1,0,0,0,0,sr,P
430,3.5,51 - 200 ,120.5,CA,5,1,0,0,0,1,0,0,0,0,0,0,0,0,na,P
433,2.7,10000+ ,153.0,CA,14,1,1,1,0,1,0,1,1,0,1,0,0,0,na,P
434,3.4,501 - 1000 ,127.0,CA,13,1,1,0,0,1,0,0,0,0,0,1,0,0,na,M
435,4.7,51 - 200 ,85.5,CA,11,1,1,0,1,1,0,0,0,1,1,1,0,0,na,P
436,2.8,1001 - 5000 ,76.5,NY,45,1,0,0,1,1,1,0,0,0,0,0,1,0,na,na
437,3.5,1001 - 5000 ,128.0,NY,29,1,1,0,0,1,0,1,0,1,1,1,1,0,na,na
438,3.2,1 - 50 ,91.5,PA,-1,1,1,1,1,1,0,0,0,0,0,1,0,0,na,na
446,3.7,1001 - 5000 ,177.0,CA,33,1,1,1,0,1,0,0,0,0,0,1,0,0,na,P
447,4.7,201 - 500 ,107.0,VA,11,1,1,0,1,1,0,0,1,1,1,1,0,0,na,P
448,4.1,501 - 1000 ,154.5,CA,9,1,1,0,1,0,0,0,0,0,1,0,0,0,na,P
449,4.0,1 - 50 ,113.5,CA,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,na,na
451,2.5,1 - 50 ,143.5,CA,-1,1,0,0,1,1,0,0,0,0,0,0,0,0,na,P
452,3.9,1 - 50 ,113.5,CA,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,na,M
453,3.4,10000+ ,101.5,VA,52,1,0,1,0,0,0,0,1,0,1,0,0,0,na,M
454,3.6,10000+ ,73.0,NY,86,0,0,1,1,1,0,0,0,0,0,0,1,1,na,na
455,3.5,10000+ ,80.5,NY,5,1,0,1,0,1,0,0,0,0,0,0,0,0,na,M
456,-1.0,unknown,110.5,NY,-1,1,0,0,0,1,0,0,0,0,1,0,0,0,na,M
458,3.5,51 - 200 ,139.5,CA,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,na,na
459,4.8,1 - 50 ,145.5,NY,10,1,0,0,1,1,0,0,0,0,0,0,1,0,na,na
460,4.0,201 - 500 ,87.0,NY,14,0,0,0,1,0,0,0,0,0,0,0,0,0,na,na
461,4.2,201 - 500 ,100.5,MA,136,0,0,0,1,1,0,0,0,0,0,0,0,0,na,M
462,3.8,10000+ ,147.0,NY,54,1,1,0,1,1,1,0,0,1,0,1,0,0,na,M
463,3.7,201 - 500 ,110.5,NY,107,1,0,0,1,1,0,0,0,0,0,0,0,0,na,M
465,4.6,51 - 200 ,94.0,MA,-1,1,1,1,0,1,0,0,0,0,0,1,1,1,na,M
466,4.3,1001 - 5000 ,123.5,NY,22,1,0,1,0,1,0,0,0,0,0,0,0,0,sr,M
469,4.0,10000+ ,73.0,OR,82,0,0,0,0,1,0,0,0,0,0,0,0,0,na,M
474,3.9,201 - 500 ,165.0,NY,7,1,0,0,0,0,0,0,0,1,0,1,0,0,sr,M
477,3.1,1001 - 5000 ,59.5,NY,15,1,0,0,1,1,0,0,0,0,0,0,0,0,na,na
481,3.6,1 - 50 ,66.0,NY,41,0,0,0,1,0,0,0,0,0,0,0,0,0,na,na
483,4.2,51 - 200 ,75.5,NY,9,1,0,1,0,1,0,0,0,0,0,1,1,0,na,na
484,4.0,501 - 1000 ,87.0,VA,67,1,0,0,0,0,0,0,0,0,0,0,0,0,na,na
485,3.9,10000+ ,140.0,MD,108,1,0,0,1,0,0,0,0,0,0,0,0,0,sr,P
486,3.7,201 - 500 ,86.0,MD,15,1,0,0,1,0,1,0,0,0,0,0,0,0,na,M
487,4.4,1 - 50 ,116.5,CA,9,1,0,0,0,1,0,0,0,0,0,0,0,0,sr,M
491,3.4,501 - 1000 ,80.0,TX,19,1,1,0,1,1,0,0,0,0,0,1,0,0,na,na
494,3.7,10000+ ,173.0,CA,82,1,0,0,0,0,0,0,0,0,0,0,0,0,sr,M
495,3.5,501 - 1000 ,68.5,AZ,24,1,1,0,0,0,0,0,0,0,0,0,0,0,na,na
496,4.4,1001 - 5000 ,172.0,NY,20,0,0,0,0,0,0,0,0,0,0,0,0,0,na,P
498,3.9,10000+ ,95.0,MD,108,0,0,0,0,0,0,0,0,0,0,0,0,0,sr,P
499,3.2,5001 - 10000 ,69.5,MA,63,1,0,0,1,1,1,0,0,0,0,0,1,0,na,na
502,4.0,501 - 1000 ,97.5,NY,14,1,0,0,1,1,0,0,0,0,0,0,0,0,na,na
505,3.4,201 - 500 ,95.0,NY,10,1,1,1,0,1,0,0,0,0,0,0,1,0,na,na
507,3.2,501 - 1000 ,194.0,CA,15,0,0,1,1,0,0,0,0,0,0,0,0,0,sr,na
508,3.5,201 - 500 ,104.5,NY,16,1,1,1,1,1,0,0,0,0,0,0,0,0,na,M
510,4.2,201 - 500 ,85.5,NC,13,1,0,0,1,1,0,0,0,0,0,1,0,0,na,na
511,4.2,10000+ ,50.0,UT,-1,0,0,1,1,1,0,0,0,0,0,0,0,0,na,na
512,3.1,1001 - 5000 ,113.0,CA,24,1,1,1,1,1,0,0,0,0,0,0,0,0,na,na
513,3.9,10000+ ,90.5,MA,191,0,0,1,0,0,0,0,0,0,0,0,0,0,na,M
514,4.3,51 - 200 ,153.0,CA,13,1,1,0,1,0,0,0,0,0,0,0,0,0,sr,na
515,3.3,1001 - 5000 ,123.5,CA,33,0,0,0,1,1,1,0,0,0,0,0,1,0,na,M
516,3.9,201 - 500 ,47.0,NY,11,0,1,0,0,1,0,0,0,0,0,0,0,0,sr,na
518,4.0,10000+ ,162.0,CA,39,1,0,0,1,1,0,0,0,0,0,1,1,1,na,M
522,3.5,5001 - 10000 ,133.5,CO,151,1,0,0,1,0,0,0,0,0,0,0,0,0,sr,M
525,3.2,1001 - 5000 ,109.0,TN,17,0,0,1,1,0,0,0,0,0,0,1,0,0,sr,na
529,3.2,1001 - 5000 ,125.0,NY,46,1,0,1,1,1,0,0,1,0,1,0,0,0,na,M
530,3.8,10000+ ,106.5,MA,25,1,0,0,0,1,1,0,0,0,0,0,1,1,sr,M
536,3.7,5001 - 10000 ,54.0,MA,169,0,0,0,0,1,0,0,0,0,0,0,0,0,na,na
538,3.0,1001 - 5000 ,37.5,FL,44,0,0,0,1,1,0,0,0,0,0,0,0,0,na,M
539,3.8,1001 - 5000 ,53.5,NY,19,1,0,0,1,1,0,0,0,0,0,0,0,1,na,M
549,4.7,501 - 1000 ,168.0,CA,7,1,0,0,1,1,0,0,0,0,0,0,1,0,na,na
552,3.9,51 - 200 ,138.5,CA,13,1,0,0,0,1,0,0,0,0,0,0,1,0,sr,na
553,3.6,10000+ ,111.5,PA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,sr,M
554,3.6,5001 - 10000 ,68.5,MA,170,0,0,0,1,0,0,0,0,0,0,0,0,0,na,M
555,3.9,10000+ ,84.5,MA,191,0,0,1,0,0,0,0,0,0,0,0,0,0,sr,M
556,4.4,1001 - 5000 ,102.5,TN,15,1,1,1,0,1,0,0,0,0,0,1,0,0,sr,na
558,3.6,501 - 1000 ,93.5,OH,54,1,0,0,0,0,0,0,0,0,0,0,0,0,na,M
559,3.2,1 - 50 ,127.5,PA,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,na,na
560,4.2,10000+ ,72.0,UT,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,na,na
562,3.1,1001 - 5000 ,47.0,UT,44,1,0,0,1,1,0,0,0,0,0,0,1,0,na,na
563,3.8,501 - 1000 ,65.0,AL,7,1,1,1,1,1,0,0,0,0,0,0,0,0,na,na
567,4.0,501 - 1000 ,94.0,VA,9,1,0,0,0,1,0,0,0,0,0,0,0,0,sr,na
569,4.0,501 - 1000 ,97.0,VA,9,1,1,1,0,1,0,0,0,0,0,1,0,0,sr,na
571,3.6,5001 - 10000 ,91.5,MA,170,0,1,1,1,1,0,0,0,0,0,1,0,0,na,na
573,3.8,10000+ ,114.5,MA,25,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na
575,3.2,1 - 50 ,74.0,PA,-1,1,0,1,0,1,0,0,0,0,0,0,0,0,na,M
578,3.8,10000+ ,121.0,MA,25,0,0,0,0,0,0,0,0,0,0,0,0,0,sr,na
579,4.5,201 - 500 ,121.5,CA,15,0,0,0,0,1,0,0,0,0,0,0,1,1,sr,na
581,-1.0,unknown,117.5,MA,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,na,P
584,3.4,501 - 1000 ,60.5,AZ,19,1,1,1,0,1,0,0,0,0,0,0,0,0,na,na
587,3.3,1001 - 5000 ,118.5,VA,4,1,1,0,0,1,0,0,0,0,0,1,0,0,na,na
592,3.8,1001 - 5000 ,58.5,IL,96,1,1,0,1,1,0,0,0,0,0,1,0,0,na,M
595,3.9,201 - 500 ,63.5,CA,14,1,1,0,0,1,0,0,0,1,1,0,0,0,na,na
597,4.1,5001 - 10000 ,107.0,CA,40,1,0,0,1,0,0,1,0,0,1,0,0,0,na,na
598,3.7,5001 - 10000 ,105.5,VA,-1,1,1,0,0,1,0,0,0,0,0,1,0,0,na,na
599,2.8,501 - 1000 ,83.0,CA,49,0,0,0,0,1,0,0,0,0,0,0,1,1,na,na
604,3.0,501 - 1000 ,87.5,CA,27,0,0,0,1,0,0,0,0,0,0,0,0,0,na,M
608,4.0,10000+ ,172.0,MA,172,0,0,1,0,0,0,0,0,0,0,0,0,0,na,P
611,3.0,501 - 1000 ,100.0,CA,27,0,0,0,1,0,0,0,0,0,0,0,0,0,sr,P
613,4.2,501 - 1000 ,221.5,CA,10,1,0,0,1,1,0,0,0,0,0,0,0,0,na,na
615,3.5,201 - 500 ,95.5,IL,26,1,0,0,0,1,0,0,0,0,0,0,0,0,na,M
619,3.3,1001 - 5000 ,173.0,NJ,48,1,0,0,1,1,0,0,0,0,0,0,0,0,sr,na
626,3.9,10000+ ,147.5,MD,108,1,0,0,1,0,0,0,0,0,0,0,0,0,sr,P
628,3.7,10000+ ,81.0,VA,122,0,0,0,1,0,0,0,0,0,0,0,0,0,na,M
632,3.2,201 - 500 ,83.0,NY,13,1,1,0,1,1,0,0,0,0,0,0,0,0,sr,na
633,4.6,51 - 200 ,121.0,MA,30,0,0,1,1,0,0,0,1,0,1,0,0,0,sr,P
635,2.2,501 - 1000 ,85.5,CA,19,0,0,0,1,0,0,0,0,0,0,0,0,0,na,na
637,4.6,51 - 200 ,167.5,MA,30,0,0,0,0,0,0,0,0,0,0,0,0,0,sr,P
638,2.6,501 - 1000 ,107.5,PA,37,1,0,0,0,1,0,0,0,1,0,0,0,0,na,P
639,3.4,501 - 1000 ,44.5,WA,42,0,0,1,1,1,0,0,0,0,0,0,0,0,na,na
640,3.3,1001 - 5000 ,107.5,MD,132,0,0,0,0,1,0,0,0,0,0,0,0,0,sr,M
641,-1.0,unknown,132.5,MA,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,sr,P
642,3.7,201 - 500 ,69.5,PA,27,0,0,0,1,1,0,0,0,0,0,0,1,1,sr,na
643,3.5,10000+ ,98.5,CA,51,1,1,1,0,1,0,0,0,0,0,1,0,0,sr,na
644,2.7,201 - 500 ,80.5,MD,60,0,0,0,1,0,0,0,0,0,0,0,0,0,na,na
645,3.8,51 - 200 ,76.5,MA,13,0,0,0,1,0,0,0,0,0,0,0,0,0,na,na
646,3.7,10000+ ,99.0,MD,99,1,0,0,0,1,0,0,0,0,0,0,0,0,na,na
647,3.8,501 - 1000 ,96.5,MA,13,0,0,0,1,0,0,0,0,0,0,0,0,0,na,na
648,3.3,10000+ ,53.0,MA,109,0,0,0,0,0,0,0,0,0,0,0,0,0,na,M
649,2.7,1 - 50 ,103.0,CA,10,0,1,1,0,0,0,0,0,0,0,1,0,0,sr,na
653,3.9,10000+ ,92.0,MD,108,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na
656,3.6,1001 - 5000 ,114.0,NJ,32,1,0,1,1,1,0,0,0,0,0,1,1,1,na,na
658,3.5,1 - 50 ,96.0,MO,-1,0,0,0,1,1,0,0,0,0,0,1,0,0,na,P
674,3.4,51 - 200 ,96.5,DC,24,1,0,0,0,0,0,0,0,0,1,0,0,0,na,M
685,4.3,201 - 500 ,69.5,AZ,52,1,0,0,1,1,1,0,0,1,0,0,0,0,na,na
686,2.6,10000+ ,121.0,CA,24,1,0,0,0,1,1,0,0,0,0,0,1,1,na,M
689,3.8,201 - 500 ,103.0,CA,16,1,0,1,0,1,0,0,0,0,0,0,1,1,na,M
692,3.2,5001 - 10000 ,106.5,VA,63,1,1,0,1,1,1,0,0,0,0,1,1,0,jr,na
693,5.0,51 - 200 ,130.0,MI,10,0,0,0,1,0,0,0,0,0,0,0,0,0,sr,M
695,4.3,1001 - 5000 ,86.5,NY,22,0,0,1,1,1,0,0,0,0,0,0,0,0,na,M
700,3.4,51 - 200 ,89.0,WA,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na
716,4.0,501 - 1000 ,92.0,CA,15,0,0,1,1,0,0,0,0,0,0,0,0,0,sr,M
732,4.1,1 - 50 ,111.0,CA,14,1,0,1,1,0,0,0,1,0,1,0,0,0,na,na
735,3.9,201 - 500 ,87.5,CA,10,1,0,1,1,1,0,0,0,0,0,0,0,0,na,P
